,titles,offers,closest_green_isco,NACE,location
47,Prodavač (m/ž),"Prodavač (m/ž)
- informiranje kupaca o proizvodima - komunikacija s kupcima i posluživanje kupaca - rad na blagajni - priprema, slaganje i izlaganje proizvoda - čišćenje i uređivanje prodavaonice Tražimo prodavače/prodavačice za lokaciju Vlaška, Vrbani i Središće.
Izvor: www.moj-posao.net
Lokacija: Zagreb (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 24.04.2024.
Trajanje oglasa: 9 dana (ističe 04.05.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",5211,G, Zagreb
48,Prodavač (m/ž),"Prodavač (m/ž)
- izlaganje robe te briga o rokovima, cjenovnom označavanju i popunjenosti odjela - pružanje izvrsne usluge našim kupcima na svježim odjelima - rad na blagajni - kontrola kvalitete i svježine proizvoda te roka trajanja robe - održavanje urednosti prodajnog mjesta
Izvor: www.moj-posao.net
Lokacija: kontinentalna Hrvatska (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 24.04.2024.
Trajanje oglasa: 9 dana (ističe 04.05.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",5211,G, Zagreb
49,Prodavač (m/ž),"Prodavač (m/ž)
- izlaganje robe te briga o rokovima, cjenovnom označavanju i popunjenosti odjela - pružanje izvrsne usluge našim kupcima na svježim odjelima - rad na blagajni - kontrola kvalitete i svježine proizvoda te roka trajanja robe - održavanje urednosti prodajnog mjesta
Izvor: www.moj-posao.net
Lokacija: Zagreb, Zagrebačka županija (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 24.04.2024.
Trajanje oglasa: 9 dana (ističe 04.05.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",5211,G, Zagreb
50,Prodavač (m/ž),"Prodavač (m/ž)
- izlaganje robe te briga o rokovima, cjenovnom označavanju i popunjenosti odjela - pružanje izvrsne usluge našim kupcima na svježim odjelima - rad na blagajni - kontrola kvalitete i svježine proizvoda te roka trajanja robe - održavanje urednosti prodajnog mjesta
Izvor: www.moj-posao.net
Lokacija: Dubrovačko-neretvanska županija (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 24.04.2024.
Trajanje oglasa: 9 dana (ističe 04.05.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",5211,G, Dubrovnik
51,Prodavač (m/ž),"Prodavač (m/ž)
- izlaganje robe te briga o rokovima, cjenovnom označavanju i popunjenosti odjela - pružanje izvrsne usluge našim kupcima na svježim odjelima - rad na blagajni - kontrola kvalitete i svježine proizvoda te roka trajanja robe - održavanje urednosti prodajnog mjesta
Izvor: www.moj-posao.net
Lokacija: Istarska županija (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 24.04.2024.
Trajanje oglasa: 9 dana (ističe 04.05.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",5211,G, Istarska županija
52,Prodavač (m/ž),"Prodavač (m/ž)
- izlaganje robe te briga o rokovima, cjenovnom označavanju i popunjenosti odjela - pružanje izvrsne usluge našim kupcima na svježim odjelima - rad na blagajni - kontrola kvalitete i svježine proizvoda te roka trajanja robe - održavanje urednosti prodajnog mjesta
Izvor: www.moj-posao.net
Lokacija: Ličko-senjska županija, Primorsko-goranska županija (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 24.04.2024.
Trajanje oglasa: 9 dana (ističe 04.05.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",5211,G, Novalja
53,Prodavač (m/ž),"Prodavač (m/ž)
- izlaganje robe te briga o rokovima, cjenovnom označavanju i popunjenosti odjela - pružanje izvrsne usluge našim kupcima na svježim odjelima - rad na blagajni - kontrola kvalitete i svježine proizvoda te roka trajanja robe - održavanje urednosti prodajnog mjesta
Izvor: www.moj-posao.net
Lokacija: Šibensko-kninska županija, Zadarska županija (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 24.04.2024.
Trajanje oglasa: 9 dana (ističe 04.05.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",5211,G, <no match>
54,Prodavač (m/ž),"Prodavač (m/ž)
- izlaganje robe te briga o rokovima, cjenovnom označavanju i popunjenosti odjela - pružanje izvrsne usluge našim kupcima na svježim odjelima - rad na blagajni - kontrola kvalitete i svježine proizvoda te roka trajanja robe - održavanje urednosti prodajnog mjesta
Izvor: www.moj-posao.net
Lokacija: Splitsko-dalmatinska županija (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 24.04.2024.
Trajanje oglasa: 9 dana (ističe 04.05.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",5211,G, Split
55,Prodavač (m/ž),"Prodavač (m/ž)
- rad na blagajni - usluživanje kupaca - slaganje robe - održavanje čistoće trgovine i prostora ispred
Izvor: www.moj-posao.net
Lokacija: Pazin (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 24.04.2024.
Trajanje oglasa: 10 dana (ističe 05.05.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",5211,G, Pazin
56,Prodavač (m/ž),"Prodavač (m/ž)
- rad na blagajni - usluživanje kupaca - slaganje robe - održavanje čistoće trgovine i prostora ispred
Izvor: www.moj-posao.net
Lokacija: Poreč (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 24.04.2024.
Trajanje oglasa: 10 dana (ističe 05.05.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",5211,G, Poreč
57,Prodavač (m/ž),"Prodavač (m/ž)
- rad na blagajni - usluživanje kupaca - slaganje robe - održavanje čistoće trgovine i prostora ispred
Izvor: www.moj-posao.net
Lokacija: Rijeka (Viškovo) (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 24.04.2024.
Trajanje oglasa: 10 dana (ističe 05.05.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",5211,G, Rijeka
58,Prodavač (m/ž),"Prodavač (m/ž)
- rad na blagajni - usluživanje kupaca - slaganje robe - održavanje čistoće trgovine i prostora ispred
Izvor: www.moj-posao.net
Lokacija: Umag (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 24.04.2024.
Trajanje oglasa: 10 dana (ističe 05.05.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",5211,G, Umag
59,Prodavač (m/ž),"Prodavač (m/ž)
- radno mjesto je u vrtnom centru u Čavlima - svakodnevna komunikacija s kupcima - rad na blagajni
Izvor: www.moj-posao.net
Lokacija: Čavle (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 23.04.2024.
Trajanje oglasa: 9 dana (ističe 03.05.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",5211,G, Čavle
60,Prodavač (m/ž),"Prodavač (m/ž)
- rad na blagajni - usluživanje kupaca - punjenje polica - održavanje čistoće prodajnog prostora
Izvor: www.moj-posao.net
Lokacija: Jastrebarsko, Donja Stubica, Poreč (Žbandaj) (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 23.04.2024.
Trajanje oglasa: 9 dana (ističe 03.05.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",5211,G, Jastrebarsko
61,Prodavač (m/ž),"Prodavač (m/ž)
Želite uvijek biti u trendu s modom, volite cipele te Vam posao s kupcima predstavlja izazov? Onda ste prava osoba za nas! Ne oklijevajte, prijavite se čim prije i postanite dio DEICHMANN-ove obitelji u poslovnicama u ZAGREBU (Arena centar i Avenue Mall).
Izvor: www.moj-posao.net
Lokacija: Zagreb (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 23.04.2024.
Trajanje oglasa: 9 dana (ističe 03.05.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",5211,G, Zagreb
62,Prodavač (m/ž),"Prodavač (m/ž)
- rad na blagajni - usluživanje kupaca - slaganje robe - održavanje čistoće trgovine i prostora ispred
Izvor: www.moj-posao.net
Lokacija: Zadar (B. Benkovića) (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 23.04.2024.
Trajanje oglasa: 6 dana (ističe 30.04.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",5211,G, Zadar
63,Prodavač (m/ž),"Prodavač (m/ž)
- rad na blagajni - usluživanje kupaca - slaganje robe - održavanje čistoće trgovine i prostora ispred
Izvor: www.moj-posao.net
Lokacija: Biograd na Moru (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 23.04.2024.
Trajanje oglasa: 6 dana (ističe 30.04.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",5211,G, Biograd na Moru
64,Prodavač (m/ž),"Prodavač (m/ž)
- rad na blagajni - usluživanje kupaca - slaganje robe - održavanje čistoće trgovine i prostora ispred
Izvor: www.moj-posao.net
Lokacija: Zadar (Put Murvice) (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 23.04.2024.
Trajanje oglasa: 6 dana (ističe 30.04.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",5211,G, Zadar
65,Prodavač (m/ž),"Prodavač (m/ž)
- rad na blagajni - usluživanje kupaca - slaganje robe - održavanje čistoće trgovine i prostora ispred
Izvor: www.moj-posao.net
Lokacija: Mali Lošinj (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 23.04.2024.
Trajanje oglasa: 13 dana (ističe 07.05.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",5211,G, Mali Lošinj
66,Prodavač (m/ž),"Prodavač (m/ž)
- rad na blagajni - usluživanje kupaca - slaganje robe - održavanje čistoće trgovine i prostora ispred
Izvor: www.moj-posao.net
Lokacija: Ogulin (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 23.04.2024.
Trajanje oglasa: 13 dana (ističe 07.05.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",5211,G, Ogulin
67,Prodavač (m/ž),"Prodavač (m/ž)
Traži se prodavač (m/Ž) u pekari.
Izvor: www.moj-posao.net
Lokacija: Privlaka (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 23.04.2024.
Trajanje oglasa: 9 dana (ističe 03.05.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",5211,G, Privlaka
68,Prodavač (m/ž),"Prodavač (m/ž)
- vođenje prodajnog razgovora sa kupcem, uključujući nuđenje asortimana i savjetovanje kupca - postizanje zadanih ciljeva prodaje prema planu prodaje - održavanje urednosti svog odjela
Izvor: www.moj-posao.net
Lokacija: Poličnik (Zadar) (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 23.04.2024.
Trajanje oglasa: 9 dana (ističe 03.05.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",5211,G, Poličnik
69,Prodavač (m/ž),"Prodavač (m/ž)
- vođenje prodajnog razgovora sa kupcem, uključujući nuđenje asortimana i savjetovanje kupca - postizanje zadanih ciljeva prodaje prema planu prodaje - održavanje urednosti svog odjela
Izvor: www.moj-posao.net
Lokacija: Zagreb (Ivanja Reka) (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 23.04.2024.
Trajanje oglasa: 9 dana (ističe 03.05.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",5211,G, Zagreb
70,Prodavač (m/ž),"Prodavač (m/ž)
- vođenje prodajnog razgovora sa kupcem, uključujući nuđenje asortimana i savjetovanje kupca - postizanje zadanih ciljeva prodaje prema planu prodaje - održavanje urednosti svog odjela
Izvor: www.moj-posao.net
Lokacija: Kukuljanovo (Rijeka) (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 23.04.2024.
Trajanje oglasa: 9 dana (ističe 03.05.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",5211,G, Rijeka
71,Prodavač (m/ž),"Prodavač (m/ž)
Tražimo djelatnika/icu za radno mjesto: Prodavač (m/ž) - lokacija Dubrava, Zagreb. Opis posla: - usluživanje kupaca i rad na blagajni - slaganje robe - briga o popunjenosti, rasporedu i pristupačnosti robe na policama - kontroliranje deklaracija, ispravnosti i rokova valjanosti robe - naručivanje i zaprimanje robe te izdavanje robe i popratnih dokumenata - briga o čistoći prodajnog mjesta - obavljanje drugih poslova i zadataka po nalogu poslovođe
Izvor: www.moj-posao.net
Lokacija: Zagreb (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 23.04.2024.
Trajanje oglasa: 9 dana (ističe 03.05.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",5211,G, Zagreb
72,Prodavač (m/ž),"Prodavač (m/ž)
- pakiranje kolača i slastica za van - rad na blagajni - ljubaznost u komunikaciji s gostima - održavanje prostora čistim i urednim
Izvor: www.moj-posao.net
Lokacija: Pula, Rijeka, Zagreb, Split (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 22.04.2024.
Trajanje oglasa: 9 dana (ističe 02.05.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",5211,I, Pula
73,Prodavač (m/ž),"Prodavač (m/ž)
Zapošljavamo 3 izvršitelja (m/ž) za rad u poslovnici na adresi Trg Krešimira Ćosića 11 (Dom sportova). Opis posla: - svakodnevna komunikacija s kupcima i posluživanje kupaca - informiranje kupaca o proizvodima - rad na blagajni - briga o izloženosti i prezentaciji proizvoda - priprema, slaganje i izlaganje proizvoda - čišćenje i uređivanje prodavaonice i okolnog prostora - ljubaznost i srdačnost u komunikaciji s kupcima
Izvor: www.moj-posao.net
Lokacija: Zagreb (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 22.04.2024.
Trajanje oglasa: 9 dana (ističe 02.05.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",5211,G, Zagreb
74,Prodavač (m/ž),"Prodavač (m/ž)
- svakodnevna komunikacija s kupcima i posluživanje kupaca - briga o izloženosti i prezentaciji proizvoda - preuzimanje i slaganje robe Rad u trgovini na području Zagreba.
Izvor: www.moj-posao.net
Lokacija: Zagreb (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 22.04.2024.
Trajanje oglasa: 9 dana (ističe 02.05.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",5211,G, Zagreb
75,Prodavač (m/ž),"Prodavač (m/ž)
Mala trgovina sa sladoledima, pićem i asortimanom za plažu na Zvončacu u Splitu traži dvije osobe za rad.
Izvor: www.moj-posao.net
Lokacija: Split (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 22.04.2024.
Trajanje oglasa: 22 dana (ističe 15.05.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",5211,G, Split
76,Prodavač (m/ž),"Prodavač (m/ž)
Prodaja pekarskih proizvoda.
Izvor: www.moj-posao.net
Lokacija: Rogoznica (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 22.04.2024.
Trajanje oglasa: 25 dana (ističe 18.05.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",5211,G, Rogoznica
77,Prodavač (m/ž),"Prodavač (m/ž)
- rad na blagajni - komunikacija s kupcima i kolegama - izlaganje robe prema standardima firme - kontrola kvalitete i praćenje rokova trajnosti izloženih artikala Tražimo više djelatnika/djelatnica.
Izvor: www.moj-posao.net
Lokacija: Split (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 22.04.2024.
Trajanje oglasa: 9 dana (ističe 02.05.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",5211,G,
78,Prodavač (m/ž),"Prodavač (m/ž)
Prodavač (m/ž)
Izvor: www.moj-posao.net
Lokacija: Poreč (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 22.04.2024.
Trajanje oglasa: 19 dana (ističe 12.05.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",5211,G, Poreč
79,Prodavač (m/ž),"Prodavač (m/ž)
- rad na blagajni - usluživanje kupaca - slaganje robe - održavanje čistoće trgovine i prostora ispred
Izvor: www.moj-posao.net
Lokacija: Crikvenica (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 22.04.2024.
Trajanje oglasa: 12 dana (ističe 05.05.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",5211,G, Crikvenica
80,Prodavač (m/ž),"Prodavač (m/ž)
- rad na blagajni - usluživanje kupaca - slaganje robe - održavanje čistoće trgovine i prostora ispred
Izvor: www.moj-posao.net
Lokacija: Krk (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 22.04.2024.
Trajanje oglasa: 12 dana (ističe 05.05.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",5211,G, Krk
81,Prodavač (m/ž),"Prodavač (m/ž)
- Savjetovanje kupaca prilikom odabira proizvoda - Izlaganje i prezentacija robe - Prepakiravanje i označavanje robe - Zaprimanje i propisno skladištenje robe - Evidencija isteka rokova - Održavanje higijenskih standarda
Izvor: www.moj-posao.net
Lokacija: Pula, Rijeka, Zadar, Dubrovnik, Poreč, Split (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 21.04.2024.
Trajanje oglasa: 9 dana (ističe 01.05.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",5211,G, Pula
82,Prodavač (m/ž),"Prodavač (m/ž)
- rad na blagajni - usluživanje kupaca - slaganje robe - održavanje čistoće trgovine i prostora ispred
Izvor: www.moj-posao.net
Lokacija: Kukuljanovo (Rijeka) (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 19.04.2024.
Trajanje oglasa: 13 dana (ističe 03.05.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",5211,G, Rijeka
83,Prodavač (m/ž),"Prodavač (m/ž)
Tražimo djelatnika/djelatnicu za rad na radnom mjestu prodavač (m/ž) u ekskluzivno uređenom prostoru sa vrhunskom ponudom atraktivnih artikala renomiranog modnog branda Weekend Max Mara. Dužnosti i odgovornosti: - prodaja renomiranog modnog branda Weekend Max Mara - vizualno uređenje prodavaonice - izlaganje i prezentacija kolekcije prema standardima branda - održavanje razine kvalitete branda - savjetovanje klijenata prilikom kupovine - briga o aktivnoj prodaji - interpretiranje modnih trendova - organiziranost, entuzijazam i usmjerenost na prodajne rezultate - vođenje promotivnih aktivnosti i sezonskih akcija u suradnji s timom - odgovornost za postignute prodajne rezultate na temelju izlaganja artikala - analiziranje prodajnih rezultata
Izvor: www.moj-posao.net
Lokacija: Zagreb (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 19.04.2024.
Trajanje oglasa: 14 dana (ističe 04.05.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",5211,G, Zagreb
84,Prodavač (m/ž),"Prodavač (m/ž)
- usluživanje kupaca i rad na blagajni - slaganje robe i punjenje polica
Izvor: www.moj-posao.net
Lokacija: Ljubač, Bibinje, Vir, Kustići, Drage, Kolan, Zukve, Zadar, Jakišnica (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 19.04.2024.
Trajanje oglasa: 29 dana (ističe 19.05.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",5211,G, Zadar
85,Prodavač (m/ž),"Prodavač (m/ž)
- slaganje robe na policama - briga o rokovima, cjenovnom označavanju - pomoć kupcima - rad na blagajnoj
Izvor: www.moj-posao.net
Lokacija: Zaprešić, Pazin, Ludbreg, Bjelovar, Pula, Samobor, Rijeka, Čakovec (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 19.04.2024.
Trajanje oglasa: 18 dana (ističe 08.05.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",5211,G, Pazin.
86,Prodavač (m/ž),"Prodavač (m/ž)
- prodaja i slaganje mješovite robe u trgovini - rad na kasi i mesoreznici
Izvor: www.moj-posao.net
Lokacija: Zagreb (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 18.04.2024.
Trajanje oglasa: 20 dana (ističe 09.05.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",5211,G, Zagreb
87,Prodavač (m/ž),"Prodavač (m/ž)
Traži se: Prodavač (m/ž).
Izvor: www.moj-posao.net
Lokacija: Hvar (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 18.04.2024.
Trajanje oglasa: 19 dana (ističe 08.05.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",5211,G, Hvar
88,Prodavač (m/ž),"Prodavač (m/ž)
- prezentacija i prodaja robe u skladu s principima koncerna S. Oliver - proaktivno savjetovanje kupaca - odgovornost za zaprimanje, izlaganje i prodaju robe - sudjelovanje u inventuri
Izvor: www.moj-posao.net
Lokacija: Rijeka, Pula, Zagreb (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 18.04.2024.
Trajanje oglasa: 19 dana (ističe 08.05.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",5211,G, Rijeka.
89,Prodavač (m/ž),"Prodavač (m/ž)
Prodavač (m/ž)
Izvor: www.moj-posao.net
Lokacija: Tar, Nin, Zemunik, Sveti Filip i Jakov..., Starigrad Paklenica, Plitvička Jezera, Vir, Jasenica/Maslenica, Privlaka, Preko, Ražanac, Novalja, Bestovje, Rovanjska, Rovinj, Sukošan, Seline, Zadar, Kali, Benkovac, Pula, Gračac, Sali, Posedarje, otok Krk (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 18.04.2024.
Trajanje oglasa: 19 dana (ističe 08.05.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",5211,G, Zadar
